"",geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,characteristics_ch1.4,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,description,description.1,data_processing,data_processing.1,data_processing.2,data_processing.3,data_processing.4,platform_id,contact_name,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip.postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash
GSM4462368,GSM4462368,Series9_NHBE_IAV_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,IAV infected NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: IAV infected (MOI 3),time point: 12hrs after treatment,strain: A/Puerto Rico/8/1934 (H1N1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IAV-LD-2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563446,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089296,NONE,SRR11517779,4/10/2020 22:09,4/10/2020 21:54,2677489,319094168,0,119,142,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517779,SRX8089296,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456165,SAMN14563446,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,DC55E27D54495F9B9487A8961FC08C82,A4267A6913AA48184FB706902A7EFF22
GSM4462369,GSM4462369,Series9_NHBE_IAV_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,IAV infected NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: IAV infected (MOI 3),time point: 12hrs after treatment,strain: A/Puerto Rico/8/1934 (H1N1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IAV-LD-3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563445,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089297,NONE,SRR11517783,4/10/2020 22:02,4/10/2020 21:59,2534039,309925743,0,122,130,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011247/SRR11517783,SRX8089297,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456166,SAMN14563445,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,16476EBBD9A9326042C4BA2211F02DEB,31C39C198E99D16A2146B20866D3F497
GSM4462370,GSM4462370,Series9_NHBE_IAV_4,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,IAV infected NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: IAV infected (MOI 3),time point: 12hrs after treatment,strain: A/Puerto Rico/8/1934 (H1N1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IAV-LD-4,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563444,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089298,NONE,SRR11517789,4/10/2020 21:56,4/10/2020 21:53,1258773,165027088,0,131,70,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/011247/SRR11517789,SRX8089298,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456167,SAMN14563444,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,8E4F9744E346DE7113B9B89CE3FA2BD4,2B8EFBB8CC0ACEFCB94E9D4B80440811
GSM4462371,GSM4462371,Series9_NHBE_IAVdNS1_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,IAVdNS1 infected NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: IAVdNS1 infected (MOI 3),time point: 12hrs after treatment,strain: A/Puerto Rico/8/1934 (H1N1) (dNS1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,dNS1-LD-1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563443,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089299,NONE,SRR11517791,4/10/2020 22:01,4/10/2020 21:59,3610484,510101073,0,141,232,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011247/SRR11517791,SRX8089299,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456168,SAMN14563443,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,261CBB1311658A5DC0D2750ECE81341D,3E6F700F602BF7F91240025FB73932BF
GSM4462372,GSM4462372,Series9_NHBE_IAVdNS1_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,IAVdNS1 infected NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: IAVdNS1 infected (MOI 3),time point: 12hrs after treatment,strain: A/Puerto Rico/8/1934 (H1N1) (dNS1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,dNS1-LD-2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563440,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089300,NONE,SRR11517795,4/10/2020 22:01,4/10/2020 21:52,2246829,321333561,0,143,146,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011247/SRR11517795,SRX8089300,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456170,SAMN14563440,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,E47481947809FE5B3BCF430A1BBC5BC1,37C9F1292F223161F074F2615DE9B862
GSM4462373,GSM4462373,Series9_NHBE_IAVdNS1_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,IAVdNS1 infected NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: IAVdNS1 infected (MOI 3),time point: 12hrs after treatment,strain: A/Puerto Rico/8/1934 (H1N1) (dNS1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,dNS1-LD-3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563439,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089301,NONE,SRR11517802,4/10/2020 22:09,4/10/2020 22:03,3385005,427830835,0,126,184,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517802,SRX8089301,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456169,SAMN14563439,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,993094B92B821426AFB73D0252330120,D1C840F3FBC5664BE79A730B1667BF72
GSM4462374,GSM4462374,Series9_NHBE_IAVdNS1_4,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,IAVdNS1 infected NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: IAVdNS1 infected (MOI 3),time point: 12hrs after treatment,strain: A/Puerto Rico/8/1934 (H1N1) (dNS1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,dNS1-LD-4,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563438,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089302,NONE,SRR11517803,4/10/2020 22:17,4/10/2020 22:09,5757543,730146288,0,126,303,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517803,SRX8089302,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456171,SAMN14563438,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,EC5D1AA1F74F8C7F7A2CA10C0A9A189F,A147DD7720D7CAA2F007D5AEBAD49216
GSM4462375,GSM4462375,Series9_NHBE_IFNB_4h_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,human IFNB treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: human IFNB treatment (100U/ml),time point: 4hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IFN_4_1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563437,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089303,NONE,SRR11517807,4/10/2020 22:28,4/10/2020 22:08,4344226,626311014,0,144,272,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011247/SRR11517807,SRX8089303,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456172,SAMN14563437,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,1672B7CB94B3A74580B585310746B8E4,D73C8ED952AE7E21CD4A1F4E8ACD9041
GSM4462376,GSM4462376,Series9_NHBE_IFNB_4h_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,human IFNB treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: human IFNB treatment (100U/ml),time point: 4hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IFN_4_2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563436,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089304,NONE,SRR11517811,4/10/2020 21:56,4/10/2020 21:52,4269026,609613564,0,142,264,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/011247/SRR11517811,SRX8089304,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456173,SAMN14563436,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,6DBB86BBBDCF17758DF0CECAB34DFC5F,B13B835C1230EF7A5E7AFF8F81CD40B5
GSM4462377,GSM4462377,Series9_NHBE_IFNB_6h_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,human IFNB treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: human IFNB treatment (100U/ml),time point: 6hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IFN_6_1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563472,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089305,NONE,SRR11517816,4/10/2020 22:43,4/10/2020 22:41,3221443,467924098,0,145,200,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/011247/SRR11517816,SRX8089305,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456174,SAMN14563472,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,CEBED946CD3211AE1C45EB47B5CDD509,B603853ED643B45D5586414A40DF842D
GSM4462378,GSM4462378,Series9_NHBE_IFNB_6h_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,human IFNB treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: human IFNB treatment (100U/ml),time point: 6hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IFN_6_2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563471,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089306,NONE,SRR11517819,4/10/2020 22:02,4/10/2020 21:58,2878578,420355380,0,146,181,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011247/SRR11517819,SRX8089306,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456176,SAMN14563471,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,55CE104415AAA8E5195EABE666C34010,8DF34601F4207523145FC845FCFEBF47
GSM4462379,GSM4462379,Series9_NHBE_IFNB_12h_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,human IFNB treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: human IFNB treatment (100U/ml),time point: 12hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IFN_12_1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563470,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089307,NONE,SRR11517823,4/10/2020 21:56,4/10/2020 21:54,2935140,432402274,0,147,187,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/011247/SRR11517823,SRX8089307,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456175,SAMN14563470,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,344D3617088D0CE855A220040BEE83D7,72C4474D319E35E672F2A15BBD4F1268
GSM4462380,GSM4462380,Series9_NHBE_IFNB_12h_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,human IFNB treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: human IFNB treatment (100U/ml),time point: 12hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IFN_12_2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563469,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089308,NONE,SRR11517829,4/10/2020 22:09,4/10/2020 22:04,2787519,409112003,0,146,178,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/011247/SRR11517829,SRX8089308,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456177,SAMN14563469,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,7925F93F8C03A6EB5C15BE180F9F4592,B1A41C78D01D82B479D87319EAE01EAB
GSM4462413,GSM4462413,Series15_HealthyLungBiopsy_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Lung biopsy for heatly negative control,Homo sapiens,cell line: NA,cell type: Lung Biopsy,"treatment: No treatment - healthy 77 years old, male",time point: NA,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,Lung25220-77yearsold-male-GB1-indD11,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563390,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089341,NONE,SRR11517725,4/10/2020 22:55,4/10/2020 22:40,14284134,1894449837,0,132,764,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011247/SRR11517725,SRX8089341,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456208,SAMN14563390,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,E7054D7BC08C5594148FAC784C44EBD7,DD59FCC1EE80CF61FC330FA77092F665
